,,COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS,,,,,,,,,,,,,
Psy,251,z12cu5vhuw2ccfvdi22ecpvobuiof1yat04,Sean Deko,2014-11-08T03:08:58,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",0,,,,,,,,,,,,,
Psy,252,z13sfdopwvmpcfo3023cj3w54q30ftk1x,Nikolay Tekuchev,2014-11-08T03:09:11,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",0,,,,,,,,,,,,,
Psy,253,z133gjpr2ybqthyjt04cjjhrtwucsxw4tpk0k,PinkyThePuppyProductions,2014-11-08T03:11:40,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",0,,,,,,,,,,,,,
Psy,254,z12pcbng1m2shlgkp23ki1izwkreylid3,Sev3617,2014-11-08T03:15:09,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",0,,,,,,,,,,,,,
Psy,255,z12ts1xbpzv4sfrsd23rfbjourjgcj5mo,Gema LR,2014-11-08T03:26:51,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",0,,,,,,,,,,,,,
Psy,256,z12wuz2qqnawe50js04cejpzosrzdr0r1k40k,Dana Matich,2014-11-08T03:32:55,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1,,,,,,,,,,,,,
Psy,257,z12dddjgvrnvtxkni22gsfdzqmu2z1qmm,Angela Flemming,2014-11-08T03:46:33,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",0,,,,,,,,,,,,,
Psy,258,z133jzxzav2gw5lq504cgrnx3lbgulw5onc0k,itzquiffer,2014-11-08T03:47:23,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",0,,,,,,,,,,,,,
Psy,259,z13awjrbcpyhinimp23nwztqlrucvdio404,The Bibliophile Flautist,2014-11-08T03:49:38,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",1,,,,,,,,,,,,,
Psy,260,z133tllzkmb0wthup235c5qovo3xzdzqr04,Wilfredo Latorre,2014-11-08T04:02:29,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",0,,,,,,,,,,,,,
Psy,261,z13shj4wpmflidcxc04ce5f4vlqdyzjowso0k,Tornike Noniashvili,2014-11-08T04:08:09,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",1,,,,,,,,,,,,,
Psy,262,z13fgt5wtsf3znibb04cgrfgasztuv5q5wk0k,Diana Roque,2014-11-08T04:43:22,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",0,,,,,,,,,,,,,
Psy,263,z122ybty1la4dbrz304cgnoh1knkiv0odfg,bruno jovao,2014-11-08T04:51:38,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",0,,,,,,,,,,,,,
Psy,264,z135cxegbufxdviso23kgn4rqmbvwxyqp04,Spencer Clark,2014-11-08T05:29:26,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",0,,,,,,,,,,,,,
Psy,265,z13ucxdzemugi1v5n04ccjloko25drfb4js,Haley Harmicar,2014-11-08T05:35:42,"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",0,,,,,,,,,,,,,
Psy,266,z12mfnjahrvcgjh4004cdf3buuzshjsrzhw,Kincaid Liebenberg,2014-11-08T05:36:38,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",0,,,,,,,,,,,,,
Psy,267,z12cwnzbunaji14ah04cf3jizmzpz3igxj4,CHILD,2014-11-08T05:46:31,"""@TweetGameLazy: I can ride your bitch with no handle bars""",0,,,,,,,,,,,,,
Psy,268,z12vzdda5z3jvliop04cc535ayybt3mwthc,CustomerService GM,2014-11-08T05:52:30,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",1,,,,,,,,,,,,,
Psy,269,z13axbnqtxfrc3ncc23xxp2wivqbgx43o,sahil samal,2014-11-08T06:28:01,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",0,,,,,,,,,,,,,
Psy,270,z13csxapuz2ggji2n23dsfhobq30yhle1,Doris Chew,2014-11-08T06:29:16,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",0,,,,,,,,,,,,,
Psy,271,z13qe1myote4hhwox04chrdxbv30dhraerc0k,hunter braddock,2014-11-08T06:36:41,"""@Vbomb20: @Woodchuck20 pussy"" love it",0,,,,,,,,,,,,,
Psy,272,z12duvqj2ozihjxzr04cffmhekeyzbkql20,Arrestme11,2014-11-08T06:50:39,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",0,,,,,,,,,,,,,
Psy,273,z13fib54ilj0ix3ln23cy5h41xi0hduex,The O'dowd Crowd,2014-11-08T06:53:38,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1,,,,,,,,,,,,,
Psy,274,z12qfjubxk2iftnwk04chp5amsmmuvpwh5w,FaceTheFacts,2014-11-08T07:07:44,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",0,,,,,,,,,,,,,
Psy,275,z12ttjopmofst1gpp04cc5ezywjrwntjrc0,x Judda,2014-11-08T07:19:29,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",0,,,,,,,,,,,,,
Psy,276,z12wz33h0vbdcdel022hu3npdufjjx2mv,Kelsey bolley,2014-11-08T07:25:39,"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",0,,,,,,,,,,,,,
Psy,277,z12th3fqdqq5yn0tq23rzboi3wb4tft0y,Markus Mairhofer,2014-11-08T08:49:47,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",1,,,,,,,,,,,,,
Psy,278,z13nw3lhgt2nf5wwe04cdlx5iyaydznrve0,Wert Walleet,2014-11-08T09:15:22,"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",0,,,,,,,,,,,,,
Psy,279,z13ytrypzmmxwrqsw22hfhf4ivbot5w2q,Hollz C,2014-11-08T09:17:52,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",0,,,,,,,,,,,,,
Psy,280,z12ivx14lye5szr4k04cddnhuujytfhz4v00k,The Silhouette,2014-11-08T09:25:51,"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",0,,,,,,,,,,,,,
Psy,281,z124elbgazqmuhvs5230ut14uta5irenh,Agarra Mela,2014-11-08T09:32:14,"""@XoXo__Angiee: Bruno fag boy"" you love me.",0,,,,,,,,,,,,,
Psy,282,z12dcrdpiky1w3oia04chrvgxpmuzjv4gcw,Tedi Foto,2014-11-08T09:33:30,"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",0,,,,,,,,,,,,,
Psy,283,z12qxl3xupmjsbzzg04cfzegyw3xfjjjpfc,StarBlade34 OverLord,2014-11-08T09:34:57,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",0,,,,,,,,,,,,,
Psy,284,z12gdhri2nzouxcxq04ci11h5we3edegkbg,Super Cot,2014-11-08T09:39:28,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",0,,,,,,,,,,,,,
Psy,285,z13jhnc5bozpyx01123nz5ky5yjksrdzm04,restlesswikiinfo,2014-11-08T10:03:32,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",0,,,,,,,,,,,,,
Psy,286,z12oxlzh4qjicd2zu04cgfabqtipf3gq4is,Susan Jay,2014-11-08T10:04:22,"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",0,,,,,,,,,,,,,
Psy,287,z13vhnh5ewvdyzh3o23bjz55lxbwjznor04,diego acosta,2014-11-08T10:05:27,"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",1,,,,,,,,,,,,,
Psy,288,z12ztdojvxyhy3bpc04cf34jnnrnfpuyj1c,Harrys Edits,2014-11-08T10:05:40,"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",1,,,,,,,,,,,,,
Psy,289,z12qfpcgnmjcgfqh104cd3fptuuxzxcp0i4,piwnugget,2014-11-08T10:12:42,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",0,,,,,,,,,,,,,
Psy,290,z12ws5swdzq4gxqkh23iilpavrmjcjqdy,ThoseFour KidsYaay,2014-11-08T10:14:47,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",0,,,,,,,,,,,,,
Psy,291,z122z5pa2wyofbjj304cgfwrrmvjgn0pohc,Mia Aspinall,2014-11-08T10:30:35,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",0,,,,,,,,,,,,,
Psy,292,z12ruft4aq3thhpbl04cdxrzjvmohjyqhs00k,DylsFS,2014-11-08T10:40:00,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",1,,,,,,,,,,,,,
Psy,293,z13nvtepirfuhrral04cc10xkkygibq53t40k,"nobleMC | Minecraft, GFX and More!",2014-11-08T10:48:41,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",1,,,,,,,,,,,,,
Psy,294,z12dgxdpbsjvsj1lv22vhn3ypsynh3gq204,zakaia ziko,2014-11-08T11:00:19,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",1,,,,,,,,,,,,,
Psy,295,z13jzr151zb4cfmqs04chbrbukncfhzxy40,Praise Samuel,2014-11-08T11:10:30,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",0,,,,,,,,,,,,,
Psy,296,z121zn0biqizsti0j23rghdafmjzgpuu4,nathan robson,2014-11-08T11:20:48,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",1,,,,,,,,,,,,,
Psy,297,z13uhbtohvm4yxq0d22lvbyx3ratct1ju04,Navin Surya,2014-11-08T11:42:57,"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",1,,,,,,,,,,,,,
Psy,298,z12mubjyckfjvhmni23bc5nxbnrggtvjq04,Bishwaroop Bhattacharjee,2014-11-08T12:34:11,"""@_iwantfranny: He's a hoe , I can't""",4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~,LnUJ~,ufTH4YoKfRxYts2zvrrp6qGtw67y~,L551h~,f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~,S3lzMvY~,IQ2~,TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~,jTcjnMho~,vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~,~_BzszZ~,8~-.bps.a.390875584405933/391725794320912/?type=1&amp,theater ﻿,1
Psy,299,z12ovv2xcmmtv5exl04cdxe4ql31dd2jiy00k,Liu Chu Yi,2014-11-08T13:12:10,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",1,,,,,,,,,,,,,
Psy,300,z13fdvwhykzhuldpn04cfdtwkyqterlavnk0k,iKap Taz,2014-11-08T13:34:27,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1,,,,,,,,,,,,,
Psy,301,z12vu5grlujzfr4cx23iu5zpdpugzxl4t04,Serkan Kaya,2014-11-08T15:27:27,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",1,,,,,,,,,,,,,
Psy,302,z12iztop3pyovxbl322eyxng2k3gi5rax04,Bizzle Sperq,2014-11-08T15:29:46,"""@adriwadrri: No love for these fuck niggas"" hoes*",3 &lt,3﻿,1,,,,,,,,,,,
Psy,303,z12cehoxozfgg3nok04cjj05xznbgrlpfjo,Elieo Cardiopulmonary,2014-11-08T15:29:52,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",1,,,,,,,,,,,,,
Psy,304,z13xwborhli2vdrab04chblgxvjattz4ezs0k,Luna Gamer Potter,2014-11-09T02:42:40,"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",0,,,,,,,,,,,,,
Psy,305,z13zuxpykozmevuf222nh5vr3taqvbqun,Thomas sea,2014-11-09T04:49:20,"""@alejandra_p13: These bitches love Sosa""",1,,,,,,,,,,,,,
Psy,306,z12zgfgp1rzzct4ft23jxrwozxabfnjjv04,This Is Really Not Lois Arceo,2014-11-10T13:25:27,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",0,,,,,,,,,,,,,
Psy,307,z121j52qizrzhd2pa04ceht4jpeuzvzgunc0k,Niggly Wiggly,2014-11-10T17:39:10,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",1,,,,,,,,,,,,,
Psy,308,z12dixvi2qepuhb4o04chpd5exjdx3oqdic,DropItLikeItsSloth,2014-11-11T19:38:11,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",0,,,,,,,,,,,,,
Psy,309,z12kw53jipujdzqex22qt5vxtoyde3cwg04,Itss Synco,2014-11-11T22:37:23,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",1,,,,,,,,,,,,,
Psy,310,z12kx35bmpbiez0kp22qxrrrrzecznnw004,Puppy Lover5614,2014-11-11T22:48:11,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",0,,,,,,,,,,,,,
Psy,311,z12qh5dbxp2uwj3s423qg3cqdqmzxrirt04,Mason Sieverding,2014-11-12T00:52:51,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",1,,,,,,,,,,,,,
Psy,312,z12qzr1q3vqdghaln23asbvwhrmftzrox04,Robin Delwiche,2014-11-12T01:37:07,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",0,,,,,,,,,,,,,
Psy,313,z13pv52hkmf4jn23g22nzx5zqr2gen1gv04,LBEProductions,2014-11-12T01:40:22,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",1,,,,,,,,,,,,,
Psy,314,z123vd4i3laosnv4b04ci3pwunuvytarigs,Thuan Lai Tran,2014-11-12T05:01:52,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",0,,,,,,,,,,,,,
Psy,315,z12ig3jrnlfvsthaa04chjkrply5zligbdg,Aaa Aaa,2014-11-12T05:46:27,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",1,,,,,,,,,,,,,
Psy,316,z12jeraoczqvvbkmz23hsbcptweedlrxx04,BIGMOFO Tonkatruck,2014-11-12T06:26:42,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine""",0,,,,,,,,,,,,,
Psy,317,z12fgjx5zknbitgw104ce3op4v3nzlaxzqo0k,Young IncoVEVO,2014-11-12T07:14:06,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",1,,,,,,,,,,,,,
Psy,318,z124tligikzvt3kch22kx5daswzwdrjxp04,Young IncoVEVO,2014-11-12T07:14:46,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",1,,,,,,,,,,,,,
Psy,319,z12ct5z5hsnsjjpii04ccbzztmf1ulxxous0k,Viperas Lord,2014-11-12T09:20:12,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",1,,,,,,,,,,,,,
Psy,320,z124zbcigmbfvhpru04cepdx2vikibhp42c,Yabbamita DBH,2014-11-12T09:30:20,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",0,,,,,,,,,,,,,
Psy,321,z13pzv4gkkj3hpe4g04ccdma2vbtcliiu1c,Muhd Hafiz,2014-11-12T09:30:31,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",0,,,,,,,,,,,,,
Psy,322,z13uffbajziyw5cfp23bwbw5auytzdl5b04,Juris Dumagan,2014-11-12T11:03:25,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",0,,,,,,,,,,,,,
Psy,323,z13ycvc43ynaerptk235dhnwnqf1hdhwl04,Patrick Pernia,2014-11-12T14:17:28,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",1,,,,,,,,,,,,,
Psy,324,z135zz0xwx2jetyt523mejn40qifw5hjo04,Jennifer Isaksen,2014-11-12T15:12:47,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",0,,,,,,,,,,,,,
Psy,325,z12gwldoxpvgjru4004cj3fxyvvvwffjqjg,Ripazha Gaming,2014-11-12T17:37:08,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh",1,,,,,,,,,,,,,
Psy,326,z12usr54ppaxxf1dl23nhbybruapdnixw04,Arthur Teixeira,2014-11-12T20:12:47,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh",0,,,,,,,,,,,,,
Psy,327,z12svt0reqvqyppzw04cgt1axrqhddcbkfc,derrick lawson,2014-11-12T20:21:27,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",1,,,,,,,,,,,,,
Psy,328,z13pitkr5prbgf3ja04cjjg4qme3txjpyqc0k,Yeung Marvin,2014-11-12T23:56:54,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",0,,,,,,,,,,,,,
Psy,329,z13aib0jgoiotfxxi04cj5lgulz3zdfrpew,Stuart Mcdonald,2014-11-13T00:38:14,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",1,,,,,,,,,,,,,
Psy,330,z12oex5p1miewvugp04cgjfqiq3xsxrolhk,Caius Ballad,2014-11-13T00:58:20,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",0,,,,,,,,,,,,,
Psy,331,z13supiartrcdr4la22xc3aripu2x1z3a,Ink Video Shorts,2014-11-13T02:33:53,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",1,,,,,,,,,,,,,
Psy,332,z12uthyi5vratjy0v22ycxxhgpuqs5te2,Sigaraya Nesora,2014-11-13T06:33:21,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",0,,,,,,,,,,,,,
Psy,333,z131idupvn3yhf3mv23dwzhi4pqixvwuw,Александр Федоров,2014-11-13T07:59:33,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",1,,,,,,,,,,,,,
Psy,334,z12gcx5hzkayhbmve23ghd3plt2czf2rp04,ArioseRose,2014-11-13T15:20:31,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*",0,,,,,,,,,,,,,
Psy,335,z13qhxcb2ybzszosx22rh5hwhmmccpjx404,The Silent Troll Defuser HD,2014-11-13T15:47:27,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah",1,,,,,,,,,,,,,
Psy,336,z12yivpznrezu3gyf04ce11xdvmquxzjdo00k,Tom Hosford,2014-11-13T17:42:06,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",0,,,,,,,,,,,,,
Psy,337,z13uud25otb0ird2h230chu54neyehsbg04,Tofik Miedzyń,2014-11-13T21:48:26,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",theater ﻿,1,,,,,,,,,,,,
Psy,338,z12ozx4w5mytupefv23vvxdroqehuvbvv,MrValentinique,2014-11-13T22:33:31,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",offset=0&amp,total_comments=74   please like frigea marius gabriel comment :D﻿,1,,,,,,,,,,,
Psy,339,z12vvnza4rq5tvzou04cgxeookraexq5opo0k,Ghazi Rizvi,2014-11-13T23:02:09,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",1,,,,,,,,,,,,,
Psy,340,z12exzcrvpeew1yxg04cd5tbwnmfubnh4kk0k,Anthony1SV,2014-11-14T00:01:37,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",1,,,,,,,,,,,,,
Psy,341,z13qyxk5tzq1e5asx22xjt3wdq3ns32f5,Ameenk Chanel,2014-11-14T11:50:02,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",1,,,,,,,,,,,,,
Psy,342,z12uyzhazxqkzbrzz04cedqpkwzdvjyy3u40k,Brandon Wilson,2014-11-14T12:21:52,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon",0,,,,,,,,,,,,,
Psy,343,z13sh3cz1kbqgrai504cf53qsq25ypmi5zs0k,Leonel Hernandez,2014-11-14T12:35:38,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",0,,,,,,,,,,,,,
Psy,344,z12etrpq5xu0vnm2g230szo5ote3zviny,InterGaming,2014-11-14T13:16:24,"""@jSadass: loud bitches annoy me""",0,,,,,,,,,,,,,
Psy,345,z13th1q4yzihf1bll23qxzpjeujterydj,Carmen Racasanu,2014-11-14T13:27:52,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",0,,,,,,,,,,,,,
Psy,346,z13fcn1wfpb5e51xe04chdxakpzgchyaxzo0k,diego mogrovejo,2014-11-14T13:28:08,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",0,,,,,,,,,,,,,
Psy,347,z130zd5b3titudkoe04ccbeohojxuzppvbg,BlueYetiPlayz -Call Of Duty and More,2015-05-23T13:04:32,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied...",1,,,,,,,,,,,,,
Psy,348,z12he50arvrkivl5u04cctawgxzkjfsjcc4,Photo Editor,2015-06-05T14:14:48,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye ..",1,,,,,,,,,,,,,
Psy,349,z13vhvu54u3ewpp5h04ccb4zuoardrmjlyk0k,Ray Benich,2015-06-05T18:05:16,"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",0,,,,,,,,,,,,,
KatyPerry,0,z12pgdhovmrktzm3i23es5d5junftft3f,lekanaVEVO1,2014-07-22T15:27:50,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""", You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿,1,,,,,,,,,,,,
KatyPerry,1,z13yx345uxepetggz04ci5rjcxeohzlrtf4,Pyunghee,2014-07-27T01:57:16,"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",.&lt,﻿,1,,,,,,,,,,,
KatyPerry,2,z12lsjvi3wa5x1vwh04cibeaqnzrevxajw00k,Erica Ross,2014-07-27T02:51:43,"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",1,,,,,,,,,,,,,
KatyPerry,3,z13jcjuovxbwfr0ge04cev2ipsjdfdurwck,Aviel Haimov,2014-08-01T12:27:48,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",1,,,,,,,,,,,,,
KatyPerry,4,z13qybua2yfydzxzj04cgfpqdt2syfx53ms0k,John Bello,2014-08-01T21:04:03,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;",1,,,,,,,,,,,,,
KatyPerry,5,z12rw1o4zvidhdthz04cixxjssq5wzsrlpk0k,Nere Overstylish,2014-08-02T23:12:49,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",1,,,,,,,,,,,,,
KatyPerry,6,z13xizvwrki2hf2ev22txvrp2ovcyf3zq04,Jayki L,2014-08-03T21:20:41,"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",1,,,,,,,,,,,,,
KatyPerry,7,z12ogvgbmre3eloah04ccjbpsmusxdxbwc0,djh3mi,2014-08-06T21:14:15,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",1,,,,,,,,,,,,,
KatyPerry,8,z125efjyoyaxwhzhz04cgh4oaontcvvdc,Manuel Ortiz,2014-08-07T17:46:23,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",sort=DD&amp,size=90&amp,csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp,dref=5094&amp,keyword=BDP&amp,store=EBOOK ﻿,1,,,,,,,
